date,channel,impressions,clicks,conversions,cost,revenue,ctr,conversion_rate,cpa,roas,profit
2024-01-22,Paid Search,17630,831,37,1206.54,3869.44,0.047135564378899604,0.044524669073405534,32.60918918918919,3.207054884214365,2662.9
2024-01-23,Paid Search,18781,1069,45,1408.08,3533.17,0.056919226878227994,0.042095416276894296,31.290666666666667,2.509211124367934,2125.09
2024-01-24,Paid Search,17046,970,46,1373.19,5209.97,0.056904845711603896,0.04742268041237113,29.851956521739133,3.794063458079363,3836.78
2024-01-25,Paid Search,16157,912,45,1493.53,4972.26,0.05644612242371727,0.049342105263157895,33.18955555555556,3.3291999491138444,3478.7300000000005
2024-01-26,Paid Search,18642,1250,45,1296.22,3946.81,0.06705289132067374,0.036,28.80488888888889,3.044861211831325,2650.59
2024-01-27,Paid Search,17298,754,40,1235.27,3698.67,0.04358885420279801,0.05305039787798409,30.88175,2.994219887150178,2463.4
2024-01-28,Paid Search,16171,931,52,1726.35,6123.66,0.057572197143033826,0.055853920515574654,33.19903846153846,3.547171778608046,4397.3099999999995
2024-01-29,Paid Search,18745,877,24,1308.95,2353.25,0.046785809549213124,0.027366020524515394,54.53958333333333,1.79781504259139,1044.3
2024-01-30,Paid Search,17252,861,40,1417.59,4286.09,0.04990725712960816,0.04645760743321719,35.43975,3.0235046804788412,2868.5
2024-01-31,Paid Search,17714,822,26,1393.98,2325.86,0.04640397425764932,0.031630170316301706,53.614615384615384,1.6685031349086787,931.8800000000001
2024-02-01,Paid Search,21182,1187,68,1267.29,6072.95,0.05603814559531678,0.05728727885425442,18.636617647058824,4.792076004702949,4805.66
2024-02-02,Paid Search,16262,797,54,1493.91,4624.35,0.0490099618743082,0.06775407779171895,27.665000000000003,3.095467598449706,3130.4400000000005
2024-02-03,Paid Search,16374,1026,53,1395.43,4940.36,0.06266031513374863,0.05165692007797271,26.328867924528303,3.5403854009158464,3544.9299999999994
2024-02-04,Paid Search,16821,987,43,1256.87,3484.21,0.05867665418227216,0.04356636271529889,29.229534883720927,2.772132360546437,2227.34
2024-02-05,Paid Search,18310,1245,61,1432.01,5712.5,0.06799563080283998,0.04899598393574297,23.475573770491803,3.989148120474019,4280.49
2024-02-06,Paid Search,20350,1156,50,1448.02,5380.58,0.05680589680589681,0.04325259515570934,28.9604,3.715818842281184,3932.56
2024-02-07,Paid Search,20764,1173,42,1584.9,3334.93,0.05649200539395107,0.03580562659846547,37.73571428571429,2.104189538772162,1750.0299999999997
2024-02-08,Paid Search,21102,1129,50,1276.01,5583.02,0.05350203772154298,0.04428697962798937,25.5202,4.375373233752087,4307.01
2024-02-09,Paid Search,16389,988,43,1381.69,4082.49,0.060284337055341995,0.043522267206477734,32.13232558139535,2.9547076406429804,2700.7999999999997
2024-02-10,Paid Search,18607,1239,60,1170.38,6140.45,0.0665878432847853,0.048426150121065374,19.506333333333334,5.246543857550538,4970.07
2024-02-11,Paid Search,17912,860,31,1362.58,2634.66,0.04801250558284949,0.03604651162790698,43.954193548387096,1.933581881430815,1272.08
2024-02-12,Paid Search,19648,865,41,1363.3,3668.7,0.04402483713355049,0.047398843930635835,33.25121951219512,2.691043790801731,2305.3999999999996
2024-02-13,Paid Search,19804,1177,71,1322.05,6619.94,0.05943243789133509,0.06032285471537808,18.62042253521127,5.007329526114746,5297.889999999999
2024-02-14,Paid Search,17597,1003,49,1410.13,4049.26,0.056998351991816784,0.04885343968095713,28.778163265306123,2.8715508499216384,2639.13
2024-02-15,Paid Search,18410,1394,92,1367.81,7845.12,0.0757197175448126,0.06599713055954089,14.8675,5.735533443972482,6477.3099999999995
2024-02-16,Paid Search,15365,770,39,1318.34,4241.12,0.05011389521640091,0.05064935064935065,33.80358974358974,3.2170153374698485,2922.7799999999997
2024-02-17,Paid Search,16822,627,29,1340.7,2403.77,0.03727261918915706,0.046251993620414676,46.23103448275862,1.7929216081151635,1063.07
2024-02-18,Paid Search,16421,890,27,1638.48,2113.44,0.054198891663114306,0.030337078651685393,60.684444444444445,1.2898784239050827,474.96000000000004
2024-02-19,Paid Search,15682,720,47,1268.78,6021.53,0.04591251115929091,0.06527777777777778,26.99531914893617,4.745921278708681,4752.75
2024-02-20,Paid Search,17337,1002,64,1372.53,5359.99,0.05779546634365807,0.06387225548902195,21.44578125,3.9051896861999373,3987.46
2024-02-21,Paid Search,19399,1136,50,1246.01,4673.72,0.05855971957317387,0.04401408450704225,24.9202,3.750949029301531,3427.71
2024-02-22,Paid Search,17571,927,46,1452.81,4078.79,0.052757384326446985,0.04962243797195254,31.58282608695652,2.807517844728492,2625.98
2024-02-23,Paid Search,19822,1115,57,1400.01,5449.54,0.056250630612450815,0.051121076233183856,24.56157894736842,3.8925007678516583,4049.5299999999997
2024-02-24,Paid Search,16701,962,45,1576.22,5348.8,0.05760134123705167,0.04677754677754678,35.02711111111111,3.3934349265965413,3772.58
2024-02-25,Paid Search,18694,910,33,1429.43,3583.11,0.048678720445062586,0.03626373626373627,43.31606060606061,2.506670491034888,2153.6800000000003
2024-02-26,Paid Search,18864,766,43,1275.63,4307.76,0.04060644614079729,0.05613577023498695,29.665813953488374,3.376966675289857,3032.13
2024-02-27,Paid Search,17151,980,47,1388.41,4308.45,0.057139525392105414,0.04795918367346939,29.54063829787234,3.1031539674879896,2920.04
2024-02-28,Paid Search,17546,987,61,1373.47,4010.15,0.05625213723925681,0.06180344478216818,22.515901639344264,2.919721581104793,2636.6800000000003
2024-02-29,Paid Search,18317,1052,46,1436.74,3448.78,0.057432985750941745,0.043726235741444866,31.233478260869564,2.4004203961746735,2012.0400000000002
2024-03-01,Paid Search,21109,893,50,1393.13,4562.74,0.0423042304230423,0.055991041433370664,27.8626,3.2751717355882075,3169.6099999999997
2024-03-02,Paid Search,16104,841,50,1594.02,5082.11,0.05222305017386985,0.059453032104637336,31.880399999999998,3.1882347774808344,3488.0899999999997
2024-03-03,Paid Search,20119,1179,76,1492.73,7600.34,0.05860132213330682,0.06446140797285835,19.641184210526315,5.091570478251258,6107.610000000001
2024-03-04,Paid Search,17466,970,40,1268.03,4251.25,0.055536470857666324,0.041237113402061855,31.70075,3.352641499018162,2983.2200000000003
2024-03-05,Paid Search,19408,1036,61,1603.91,6317.15,0.0533800494641385,0.05888030888030888,26.29360655737705,3.9385938113734555,4713.24
2024-03-06,Paid Search,19315,811,38,1341.95,3102.29,0.04198809215635516,0.0468557336621455,35.314473684210526,2.3117776370207532,1760.34
2024-03-07,Paid Search,20720,1248,51,1403.67,4255.62,0.06023166023166023,0.040865384615384616,27.52294117647059,3.031780974160593,2851.95
2024-03-08,Paid Search,15810,782,39,1468.18,4218.65,0.04946236559139785,0.049872122762148335,37.64564102564103,2.8733874593033546,2750.4699999999993
2024-03-09,Paid Search,13875,797,38,1581.02,3789.3,0.05744144144144144,0.04767879548306148,41.60578947368421,2.39674387420779,2208.28
2024-03-10,Paid Search,14286,716,38,1565.31,2924.85,0.0501189976200476,0.05307262569832402,41.19236842105263,1.8685436111696725,1359.54
2024-03-11,Paid Search,18663,1156,49,1519.67,5109.57,0.06194073835932058,0.04238754325259515,31.013673469387758,3.362289181203814,3589.8999999999996
2024-03-12,Paid Search,18419,1048,53,1383.48,4513.37,0.05689776860850209,0.05057251908396947,26.103396226415093,3.2623312227137364,3129.89
2024-03-13,Paid Search,17725,1030,59,1386.0,4893.03,0.05811001410437235,0.05728155339805825,23.491525423728813,3.530324675324675,3507.0299999999997
2024-03-14,Paid Search,20666,1009,40,1494.57,3892.25,0.04882415561792316,0.03964321110009911,37.36425,2.604260757274668,2397.6800000000003
2024-03-15,Paid Search,18020,1188,66,1462.06,6903.39,0.06592674805771365,0.05555555555555555,22.152424242424242,4.721687208459297,5441.33
2024-03-16,Paid Search,22189,1182,34,1348.74,3851.81,0.053269638108972915,0.028764805414551606,39.66882352941177,2.855858060115367,2503.0699999999997
2024-03-17,Paid Search,18194,1197,39,1220.66,3148.52,0.06579092008354402,0.03258145363408521,31.298974358974363,2.5793587075844213,1927.86
2024-03-18,Paid Search,16570,971,51,1241.77,5005.63,0.05859987929993965,0.05252317198764161,24.34843137254902,4.0310443963052744,3763.86
2024-03-19,Paid Search,13841,767,33,1478.62,3307.82,0.05541507116537822,0.04302477183833116,44.806666666666665,2.2370994576023593,1829.2000000000003
2024-03-20,Paid Search,18248,1118,56,1321.08,5658.39,0.061266988163086365,0.05008944543828265,23.590714285714284,4.283154691615951,4337.31
2024-03-21,Paid Search,17676,1000,55,1458.37,4978.12,0.05657388549445576,0.055,26.51581818181818,3.413482175305307,3519.75
2024-03-22,Paid Search,17521,946,52,1254.8,3758.51,0.053992352034701215,0.05496828752642706,24.13076923076923,2.9953060248645205,2503.71
2024-03-23,Paid Search,15332,548,22,1368.09,2277.96,0.03574223845551787,0.040145985401459854,62.185909090909085,1.6650658947876238,909.8700000000001
2024-03-24,Paid Search,18356,1174,71,1551.6,6689.04,0.06395728916975375,0.06047700170357751,21.853521126760562,4.311059551430781,5137.4400000000005
2024-03-25,Paid Search,18165,873,36,1300.53,2812.39,0.04805945499587118,0.041237113402061855,36.12583333333333,2.1624952903816137,1511.86
2024-03-26,Paid Search,17355,1069,68,1444.0,5388.53,0.061596081820800924,0.06361085126286249,21.235294117647058,3.731668975069252,3944.5299999999997
2024-03-27,Paid Search,16127,950,44,1503.97,3261.62,0.05890742233521424,0.04631578947368421,34.18113636363636,2.168673577265504,1757.6499999999999
2024-03-28,Paid Search,16910,855,32,1447.92,2801.32,0.05056179775280899,0.03742690058479532,45.2475,1.9347201502845461,1353.4
2024-03-29,Paid Search,17659,1019,52,1361.61,5722.89,0.057704286765955036,0.05103042198233562,26.18480769230769,4.2030317051137995,4361.280000000001
2024-03-30,Paid Search,15341,978,43,1442.94,4631.37,0.06375073332898767,0.04396728016359918,33.556744186046515,3.2096760780074014,3188.43
2024-01-01,Social Media,54278,685,20,905.0,1948.81,0.012620214451527322,0.029197080291970802,45.25,2.1533812154696133,1043.81
2024-01-02,Social Media,55881,778,14,898.14,1135.65,0.013922442332814373,0.017994858611825194,64.15285714285714,1.2644465228138153,237.5100000000001
2024-01-03,Social Media,56726,595,8,819.55,468.78,0.010489017381800232,0.013445378151260505,102.44375,0.5719968275273015,-350.77
2024-01-04,Social Media,52477,602,18,830.73,1590.34,0.01147169236046268,0.029900332225913623,46.15166666666667,1.9143885498296678,759.6099999999999
2024-01-05,Social Media,56912,641,13,944.58,1036.55,0.011263002530222097,0.0202808112324493,72.66,1.0973660251116897,91.96999999999991
2024-01-06,Social Media,53134,739,12,1087.03,936.71,0.013908232017164152,0.016238159675236806,90.58583333333333,0.8617149480695105,-150.31999999999994
2024-01-07,Social Media,56226,819,18,895.91,1501.85,0.01456621491836517,0.02197802197802198,49.772777777777776,1.6763402573919255,605.9399999999999
2024-01-08,Social Media,54062,572,13,947.92,910.38,0.010580444674632828,0.022727272727272728,72.91692307692307,0.9603975018988945,-37.539999999999964
2024-01-09,Social Media,60969,771,15,877.78,1233.74,0.012645770801554889,0.019455252918287938,58.51866666666667,1.4055230239923444,355.96000000000004
2024-01-10,Social Media,60145,523,10,792.36,593.66,0.008695652173913044,0.019120458891013385,79.236,0.7492301479125649,-198.70000000000005
2024-01-11,Social Media,62501,850,16,686.55,1022.99,0.013599782403481545,0.018823529411764704,42.909375,1.490044425023669,336.44000000000005
2024-01-12,Social Media,52010,850,20,933.49,1455.25,0.01634301095943088,0.023529411764705882,46.6745,1.5589347502383528,521.76
2024-01-13,Social Media,46414,532,11,956.94,849.14,0.011462058861550394,0.020676691729323307,86.99454545454546,0.887349259096704,-107.80000000000007
2024-01-14,Social Media,56895,751,14,1017.28,1209.65,0.013199753932683012,0.018641810918774968,72.66285714285713,1.189102312047814,192.37000000000012
2024-01-15,Social Media,49664,516,14,1001.08,1066.93,0.010389819587628865,0.027131782945736434,71.50571428571429,1.0657789587245774,65.85000000000002
2024-01-16,Social Media,52566,768,17,1012.66,1367.09,0.014610204314575962,0.022135416666666668,59.56823529411764,1.349999012501728,354.42999999999995
2024-01-17,Social Media,53010,546,10,787.27,822.34,0.010299943406904358,0.018315018315018316,78.727,1.0445463436940314,35.07000000000005
2024-01-18,Social Media,58506,645,17,843.37,945.03,0.011024510306635217,0.02635658914728682,49.61,1.1205402136665994,101.65999999999997
2024-01-19,Social Media,45724,480,11,881.76,839.55,0.010497769224039891,0.022916666666666665,80.16,0.9521298312465977,-42.210000000000036
2024-01-20,Social Media,54124,669,11,947.71,930.78,0.012360505505875398,0.016442451420029897,86.15545454545455,0.9821358854501904,-16.930000000000064
2024-01-21,Social Media,57117,742,17,893.73,1649.82,0.01299087837246354,0.022911051212938006,52.57235294117647,1.845993756503642,756.0899999999999
2024-01-22,Social Media,53311,567,9,836.01,597.17,0.010635703700924762,0.015873015873015872,92.89,0.7143096374445281,-238.84000000000003
2024-01-23,Social Media,54611,688,15,964.81,1062.52,0.012598194502938968,0.02180232558139535,64.32066666666667,1.10127382593464,97.71000000000004
2024-01-24,Social Media,59066,691,13,913.53,1080.73,0.011698777638573798,0.01881331403762663,70.27153846153846,1.1830262826617626,167.20000000000005
2024-01-25,Social Media,47035,558,12,913.67,834.95,0.011863505899861805,0.021505376344086023,76.13916666666667,0.9138419779570305,-78.71999999999991
2024-01-26,Social Media,46998,677,18,926.17,1361.46,0.014404868292267756,0.026587887740029542,51.45388888888888,1.4699893108176685,435.2900000000001
2024-01-27,Social Media,41745,414,8,951.44,543.72,0.009917355371900827,0.01932367149758454,118.93,0.57147061296561,-407.72
2024-01-28,Social Media,65985,652,11,1016.0,882.24,0.009881033568235205,0.01687116564417178,92.36363636363636,0.8683464566929134,-133.76
2024-01-29,Social Media,48276,600,18,807.76,1125.71,0.012428535918468804,0.03,44.87555555555556,1.3936193918985837,317.95000000000005
2024-01-30,Social Media,52670,582,14,772.2,1123.67,0.011049933548509588,0.024054982817869417,55.15714285714286,1.4551541051541053,351.47
2024-01-31,Social Media,57834,633,17,854.16,1226.14,0.010945118788256044,0.026856240126382307,50.24470588235294,1.4354921794511568,371.98000000000013
2024-02-01,Social Media,57976,775,18,938.74,1120.01,0.013367600386366772,0.023225806451612905,52.15222222222222,1.1930992607111661,181.26999999999998
2024-02-02,Social Media,49311,612,9,841.92,739.6,0.012411023909472532,0.014705882352941176,93.54666666666667,0.878468263017864,-102.31999999999994
2024-02-03,Social Media,47945,636,14,1004.48,1011.54,0.013265199707998748,0.0220125786163522,71.74857142857142,1.0070285122650524,7.059999999999945
2024-02-04,Social Media,52576,633,14,933.92,1010.8,0.012039713937918441,0.022116903633491312,66.70857142857143,1.0823196847695735,76.88
2024-02-05,Social Media,52066,586,16,726.28,1092.16,0.011254945645910959,0.027303754266211604,45.3925,1.5037726496667954,365.8800000000001
2024-02-06,Social Media,63860,1059,21,877.65,1257.3,0.016583150642029438,0.019830028328611898,41.792857142857144,1.432575628097761,379.65
2024-02-07,Social Media,53425,622,10,937.76,834.25,0.011642489471221339,0.01607717041800643,93.776,0.8896199454018086,-103.50999999999999
2024-02-08,Social Media,46780,620,19,875.71,1512.58,0.013253527148353997,0.03064516129032258,46.09,1.7272613079672492,636.8699999999999
2024-02-09,Social Media,54218,710,10,871.89,795.39,0.013095282009664687,0.014084507042253521,87.189,0.912259574028834,-76.5
2024-02-10,Social Media,65163,761,22,942.28,1488.72,0.011678406457652349,0.02890932982917214,42.83090909090909,1.579912552532156,546.44
2024-02-11,Social Media,56756,592,13,876.69,1161.54,0.010430615265346395,0.02195945945945946,67.43769230769232,1.3249153064367107,284.8499999999999
2024-02-12,Social Media,45694,546,9,894.13,673.16,0.011949052391998949,0.016483516483516484,99.34777777777778,0.752865914352499,-220.97000000000003
2024-02-13,Social Media,45618,414,9,715.34,657.97,0.009075364987504933,0.021739130434782608,79.48222222222222,0.919800374647021,-57.370000000000005
2024-02-14,Social Media,59316,740,13,960.18,853.77,0.012475554656416482,0.01756756756756757,73.86,0.8891770293070049,-106.40999999999997
2024-02-15,Social Media,56921,927,22,887.98,1795.84,0.016285729344178775,0.023732470334412083,40.36272727272728,2.0223878916191804,907.8599999999999
2024-02-16,Social Media,59492,780,21,868.65,1535.53,0.013111006521885295,0.026923076923076925,41.364285714285714,1.7677200253266563,666.88
2024-02-17,Social Media,52364,702,20,869.42,1474.11,0.013406156901688183,0.02849002849002849,43.471,1.6955096501115685,604.6899999999999
2024-02-18,Social Media,56727,655,17,840.48,967.7,0.0115465298711372,0.025954198473282442,49.44,1.1513658861602893,127.22000000000003
2024-02-19,Social Media,50696,396,7,885.52,486.04,0.007811267161117248,0.017676767676767676,126.50285714285714,0.5488752371487939,-399.47999999999996
2024-02-20,Social Media,61121,706,12,975.54,929.6,0.01155085813386561,0.0169971671388102,81.295,0.9529081329315047,-45.93999999999994
2024-02-21,Social Media,49632,514,12,946.62,911.12,0.010356221792392005,0.023346303501945526,78.885,0.9624981513173184,-35.5
2024-02-22,Social Media,54924,728,12,884.83,934.64,0.013254679193066783,0.016483516483516484,73.73583333333333,1.0562932992778273,49.809999999999945
2024-02-23,Social Media,48312,443,11,826.4,821.87,0.00916956449743335,0.024830699774266364,75.12727272727273,0.9945183930300097,-4.529999999999973
2024-02-24,Social Media,54471,764,9,833.55,575.92,0.014025811899910043,0.011780104712041885,92.61666666666666,0.6909243596664867,-257.63
2024-02-25,Social Media,63036,788,19,819.39,1279.23,0.012500793197537914,0.024111675126903553,43.12578947368421,1.5611979643393257,459.84000000000003
2024-02-26,Social Media,57462,695,16,920.03,1219.89,0.01209494970589259,0.02302158273381295,57.501875,1.3259241546471312,299.8600000000001
2024-02-27,Social Media,55869,748,19,738.2,1193.92,0.013388462295727505,0.02540106951871658,38.852631578947374,1.6173394743971823,455.72
2024-02-28,Social Media,60509,855,14,907.13,848.29,0.014130129402237684,0.016374269005847954,64.795,0.9351360885429872,-58.84000000000003
2024-02-29,Social Media,60119,915,22,835.69,1639.46,0.015219814035496266,0.024043715846994537,37.9859090909091,1.9618040182364274,803.77
2024-03-01,Social Media,55062,631,11,1028.53,1068.94,0.011459808942646471,0.017432646592709985,93.50272727272727,1.0392890824769332,40.41000000000008
2024-03-02,Social Media,61248,633,16,931.86,1343.79,0.010335031347962383,0.02527646129541864,58.24125,1.44205138110875,411.92999999999995
2024-03-03,Social Media,61873,813,20,924.54,1679.23,0.013139818660805198,0.024600246002460024,46.227,1.8162870184091549,754.69
2024-03-04,Social Media,45190,549,10,1021.09,660.21,0.012148705465811021,0.018214936247723135,102.10900000000001,0.6465737594139596,-360.88
2024-03-05,Social Media,64509,931,21,900.87,1903.48,0.014432094746469485,0.022556390977443608,42.89857142857143,2.1129352736798874,1002.61
2024-03-06,Social Media,56115,562,13,806.21,1021.35,0.010015147465027177,0.023131672597864767,62.01615384615385,1.2668535493233772,215.14
2024-03-07,Social Media,54718,648,19,900.82,1641.03,0.011842538104462882,0.029320987654320986,47.411578947368426,1.821706889278657,740.2099999999999
2024-03-08,Social Media,56368,680,14,889.12,950.16,0.012063582174283282,0.020588235294117647,63.50857142857143,1.0686521504408852,61.039999999999964
2024-03-09,Social Media,50896,496,12,771.36,979.95,0.009745363093366866,0.024193548387096774,64.28,1.2704184816428128,208.59000000000003
2024-03-10,Social Media,54325,749,19,902.8,1664.43,0.013787390704095721,0.025367156208277702,47.51578947368421,1.8436309260079753,761.6300000000001
2024-03-11,Social Media,50352,506,11,992.69,897.05,0.010049253257070226,0.021739130434782608,90.24454545454546,0.9036557233375977,-95.6400000000001
2024-03-12,Social Media,61049,718,11,915.64,825.14,0.011761044406951793,0.01532033426183844,83.24,0.9011620287449216,-90.5
2024-03-13,Social Media,53888,590,13,854.78,952.68,0.010948634204275534,0.022033898305084745,65.7523076923077,1.1145323943002878,97.89999999999998
2024-03-14,Social Media,56712,639,14,817.96,1127.8,0.011267456622936945,0.02190923317683881,58.425714285714285,1.3787960291456793,309.8399999999999
2024-03-15,Social Media,52353,763,12,765.95,698.26,0.014574140927931542,0.015727391874180863,63.82916666666667,0.9116260852536066,-67.69000000000005
2024-03-16,Social Media,55160,664,14,707.56,1251.11,0.012037708484408991,0.02108433734939759,50.54,1.7682034032449545,543.55
2024-03-17,Social Media,57177,846,14,845.79,1042.23,0.014796159294821344,0.016548463356973995,60.41357142857142,1.232256233816905,196.44000000000005
2024-03-18,Social Media,50081,571,16,875.81,1523.17,0.011401529522174079,0.028021015761821366,54.738125,1.7391557529601172,647.3600000000001
2024-03-19,Social Media,65477,789,23,909.44,1773.91,0.012050032835957665,0.029150823827629912,39.54086956521739,1.950551988036594,864.47
2024-03-20,Social Media,57010,1010,26,969.77,1855.88,0.017716190142080337,0.02574257425742574,37.298846153846156,1.9137321220495582,886.1100000000001
2024-03-21,Social Media,53009,589,15,920.06,1174.36,0.011111320719123168,0.025466893039049237,61.337333333333326,1.2763950177162358,254.29999999999995
2024-03-22,Social Media,55076,694,16,947.99,957.92,0.01260076984530467,0.023054755043227664,59.249375,1.0104747940379117,9.92999999999995
2024-03-23,Social Media,49598,466,10,850.07,787.86,0.009395540142747691,0.02145922746781116,85.007,0.9268177914759961,-62.210000000000036
2024-03-24,Social Media,59570,570,11,896.65,797.78,0.00956857478596609,0.01929824561403509,81.51363636363637,0.8897340099258351,-98.87
2024-03-25,Social Media,56533,575,14,763.78,1100.26,0.01017105053685458,0.02434782608695652,54.55571428571428,1.4405457068789442,336.48
2024-03-26,Social Media,44227,529,11,897.99,847.35,0.011961019286860967,0.020793950850661626,81.63545454545455,0.9436073898373033,-50.639999999999986
2024-03-27,Social Media,56240,770,13,821.28,871.39,0.013691322901849217,0.016883116883116882,63.175384615384615,1.061014513929476,50.110000000000014
2024-03-28,Social Media,56589,805,16,777.31,873.35,0.014225379490713744,0.01987577639751553,48.581875,1.123554309091611,96.04000000000008
2024-03-29,Social Media,50418,554,11,877.55,861.97,0.010988139156650402,0.019855595667870037,79.77727272727272,0.982246025867472,-15.579999999999927
2024-03-30,Social Media,60771,655,11,789.43,907.31,0.01077816721791644,0.016793893129770993,71.76636363636364,1.1493229292020826,117.88
2024-01-01,Email,12467,2278,137,114.03,14353.79,0.18272238710194916,0.0601404741000878,0.8323357664233577,125.87731298781023,14239.76
2024-01-02,Email,14472,2516,116,109.67,10293.65,0.173852957435047,0.046104928457869634,0.9454310344827587,93.8602170146804,10183.98
2024-01-03,Email,11097,2116,145,129.48,11807.34,0.1906821663512661,0.06852551984877127,0.8929655172413793,91.19045412418907,11677.86
2024-01-04,Email,13389,2929,200,101.94,20479.56,0.21876167002763464,0.06828269033799932,0.5097,200.89817539729253,20377.620000000003
2024-01-05,Email,11618,1819,115,118.4,9426.03,0.1565673954208986,0.06322155030236394,1.0295652173913044,79.61173986486487,9307.630000000001
2024-01-06,Email,14258,2501,167,120.73,14286.39,0.17541029597418992,0.0667732906837265,0.722934131736527,118.33338855296942,14165.66
2024-01-07,Email,12007,2306,176,122.97,18549.78,0.19205463479636878,0.07632263660017347,0.6986931818181819,150.8480117101732,18426.809999999998
2024-01-08,Email,12707,1892,115,128.31,11261.89,0.14889431022271188,0.060782241014799156,1.1157391304347826,87.77094536669004,11133.58
2024-01-09,Email,12253,2498,170,122.78,17114.79,0.2038684403819473,0.06805444355484387,0.7222352941176471,139.3939566704675,16992.010000000002
2024-01-10,Email,11573,2188,56,84.98,5154.42,0.18906074483712088,0.025594149908592323,1.5175,60.65450694281007,5069.4400000000005
2024-01-11,Email,9931,1908,129,113.16,9768.49,0.19212566710301077,0.06761006289308176,0.8772093023255814,86.32458465889007,9655.33
2024-01-12,Email,13644,2277,204,123.92,17947.86,0.16688654353562005,0.08959156785243742,0.6074509803921568,144.83424790187217,17823.940000000002
2024-01-13,Email,13940,2558,126,119.66,10942.0,0.18350071736011478,0.04925723221266615,0.9496825396825397,91.44242019053986,10822.34
2024-01-14,Email,10362,1793,94,120.33,9189.55,0.173036093418259,0.05242610150585611,1.2801063829787234,76.36956702401729,9069.22
2024-01-15,Email,11660,2065,133,110.4,12570.3,0.17710120068610635,0.06440677966101695,0.8300751879699249,113.86141304347825,12459.9
2024-01-16,Email,10750,2255,128,124.26,9348.88,0.20976744186046511,0.056762749445676275,0.97078125,75.2364397231611,9224.619999999999
2024-01-17,Email,12556,1741,112,123.59,10725.99,0.13865880853775087,0.064330844342332,1.1034821428571429,86.78687596083824,10602.4
2024-01-18,Email,12758,1812,119,115.37,10091.72,0.14202853111773006,0.06567328918322296,0.9694957983193278,87.47265320273901,9976.349999999999
2024-01-19,Email,13044,2868,241,118.95,24554.13,0.21987120515179392,0.08403068340306834,0.4935684647302905,206.42395964691048,24435.18
2024-01-20,Email,12423,2493,158,127.91,14122.18,0.20067616517749337,0.06337745687926194,0.8095569620253165,110.40716128527872,13994.27
